k,avg_err
17.0,5.233869781628007
17.5,5.959618564888297
18.0,5.531255963821997
18.5,5.763505608401316
19.0,5.746881637019776
19.5,5.591290996559422
20.0,5.489839885189109
20.5,5.11266183336902
21.0,5.267737575417139
21.5,5.4938998056098916
