k,avg_err
10,5.941521634071266
11,6.390521357338251
12,5.988108910526084
13,6.1802126454822695
14,5.894278183251006
15,5.523538561196416
16,5.392253372116714
17,5.2338687870270295
18,5.531257411789276
19,5.4917513920857335
20,5.489844220400092
21,5.007228050249777
22,5.464217608035073
23,6.007386646940108
24,6.034023187479171
25,5.832347621740534
26,5.578963152183646
27,5.929146440645791
28,6.524881101162641
29,6.6657084118653245
